number	type	direction	days	stop|Dybbølsbro|0.0|0	stop|København H|0.9|0	stop|Vesterport|1.4|0	stop|Nørreport|2.4|0	stop|Østerport|4.0|0	stop|Nordhavn|5.4|0	stop|Svanemøllen|6.7|0
117027822	E	S	MTWRF	17:45	17:43	17:40	17:38	17:36	17:33	17:31
117027821	E	S	MTWRF	18:05	18:03	18:00	17:58	17:56	17:53	17:51
117027820	E	S	MTWRF	18:25	18:23	18:20	18:18	18:16	18:13	18:11
117027819	E	S	MTWRF	18:45	18:43	18:40	18:38	18:36	18:33	18:31
117027818	E	S	MTWRF	19:05	19:03	19:00	18:58	18:56	18:53	18:51
117027817	E	S	F	19:25	19:23	19:20	19:18	19:16	19:13	19:11
117027815	E	S	MTWRF	-	19:43	19:40	19:38	19:36	19:33	19:31
117027814	E	S	MTWR	19:25	19:23	19:20	19:18	19:16	19:13	19:11
117027813	E	N	MTWRF	-	05:05	05:06	05:08	05:11	05:13	05:15
117027810	E	N	MTWRF	05:21	05:25	05:26	05:28	05:31	05:33	05:35
117027809	E	N	MTWRF	05:41	05:45	05:46	05:48	05:51	05:53	05:55
117027808	E	N	MTWRF	06:01	06:05	06:06	06:08	06:11	06:13	06:15
117027807	E	N	MTWRF	06:21	06:25	06:26	06:28	06:31	06:33	06:35
117027806	E	N	MTWRF	06:41	06:45	06:46	06:48	06:51	06:53	06:55
117027805	E	N	MTWRF	07:01	07:05	07:06	07:08	07:11	07:13	07:15
117027804	E	N	MTWRF	07:21	07:25	07:26	07:28	07:31	07:33	07:35
117027803	E	N	MTWRF	07:41	07:45	07:46	07:48	07:51	07:53	07:55
117027802	E	N	MTWRF	08:01	08:05	08:06	08:08	08:11	08:13	08:15
117027801	E	N	MTWRF	08:21	08:25	08:26	08:28	08:31	08:33	08:35
117027800	E	N	MTWRF	08:41	08:45	08:46	08:48	08:51	08:53	08:55
117027799	E	N	MTWRF	09:01	09:05	09:06	09:08	09:11	09:13	09:15
117027798	E	N	MTWRF	09:21	09:25	09:26	09:28	09:31	09:33	09:35
117027797	E	N	MTWRF	09:41	09:45	09:46	09:48	09:51	09:53	09:55
117027796	E	N	MTWRF	10:01	10:05	10:06	10:08	10:11	10:13	10:15
117027795	E	N	MTWRF	10:21	10:25	10:26	10:28	10:31	10:33	10:35
117027794	E	N	MTWRF	10:41	10:45	10:46	10:48	10:51	10:53	10:55
117027793	E	N	MTWRF	11:01	11:05	11:06	11:08	11:11	11:13	11:15
117027792	E	N	MTWRF	11:21	11:25	11:26	11:28	11:31	11:33	11:35
117027791	E	N	MTWRF	11:41	11:45	11:46	11:48	11:51	11:53	11:55
117027790	E	N	MTWRF	12:01	12:05	12:06	12:08	12:11	12:13	12:15
117027789	E	N	MTWRF	12:21	12:25	12:26	12:28	12:31	12:33	12:35
117027788	E	N	MTWRF	12:41	12:45	12:46	12:48	12:51	12:53	12:55
117027787	E	N	MTWRF	13:01	13:05	13:06	13:08	13:11	13:13	13:15
117027786	E	N	MTWRF	13:21	13:25	13:26	13:28	13:31	13:33	13:35
117027785	E	N	MTWRF	13:41	13:45	13:46	13:48	13:51	13:53	13:55
117027784	E	N	MTWRF	14:01	14:05	14:06	14:08	14:11	14:13	14:15
117027783	E	N	MTWRF	14:21	14:25	14:26	14:28	14:31	14:33	14:35
117027782	E	N	MTWRF	14:41	14:45	14:46	14:48	14:51	14:53	14:55
117027781	E	N	MTWRF	15:01	15:05	15:06	15:08	15:11	15:13	15:15
117027780	E	N	MTWRF	15:21	15:25	15:26	15:28	15:31	15:33	15:35
117027779	E	N	MTWRF	15:41	15:45	15:46	15:48	15:51	15:53	15:55
117027778	E	N	MTWRF	16:01	16:05	16:06	16:08	16:11	16:13	16:15
117027777	E	N	MTWRF	16:21	16:25	16:26	16:28	16:31	16:33	16:35
117027776	E	N	MTWRF	16:41	16:45	16:46	16:48	16:51	16:53	16:55
117027775	E	N	MTWRF	17:01	17:05	17:06	17:08	17:11	17:13	17:15
117027774	E	N	MTWRF	17:21	17:25	17:26	17:28	17:31	17:33	17:35
117027773	E	N	MTWRF	17:41	17:45	17:46	17:48	17:51	17:53	17:55
117027772	E	N	MTWRF	18:01	18:05	18:06	18:08	18:11	18:13	18:15
117027771	E	N	MTWRF	18:21	18:25	18:26	18:28	18:31	18:33	18:35
117027770	E	N	MTWRF	18:41	18:45	18:46	18:48	18:51	18:53	18:55
117027769	E	N	MTWRF	19:01	19:05	19:06	19:08	19:11	19:13	19:15
117027768	E	N	MTWRF	19:21	19:25	19:26	19:28	19:31	19:33	19:35
117027730	E	N	MTWR	19:41	19:45	-	-	-	-	-
117027812	E	N	MTWRF	-	05:55	05:56	05:58	06:01	06:03	06:05
117027811	E	N	MTWRF	-	06:15	06:16	06:18	06:21	06:23	06:25
117027767	E	N	MTWRF	06:31	06:35	06:36	06:38	06:41	06:43	06:45
117027766	E	N	MTWRF	06:51	06:55	06:56	06:58	07:01	07:03	07:05
117027765	E	N	MTWRF	07:11	07:15	07:16	07:18	07:21	07:23	07:25
117027764	E	N	MTWRF	07:31	07:35	07:36	07:38	07:41	07:43	07:45
117027763	E	N	MTWRF	07:51	07:55	07:56	07:58	08:01	08:03	08:05
117027762	E	N	MTWRF	08:11	08:15	08:16	08:18	08:21	08:23	08:25
117027761	E	N	MTWRF	08:31	08:35	08:36	08:38	08:41	08:43	08:45
117027760	E	N	MTWRF	08:51	08:55	08:56	08:58	09:01	09:03	09:05
117027759	E	N	MTWRF	09:11	09:15	09:16	09:18	09:21	09:23	09:25
117027758	E	N	MTWRF	09:31	09:35	09:36	09:38	09:41	09:43	09:45
117027757	E	N	MTWRF	09:51	09:55	09:56	09:58	10:01	10:03	10:05
117027756	E	N	MTWRF	10:11	10:15	10:16	10:18	10:21	10:23	10:25
117027755	E	N	MTWRF	10:31	10:35	10:36	10:38	10:41	10:43	10:45
117027754	E	N	MTWRF	10:51	10:55	10:56	10:58	11:01	11:03	11:05
117027753	E	N	MTWRF	11:11	11:15	11:16	11:18	11:21	11:23	11:25
117027752	E	N	MTWRF	11:31	11:35	11:36	11:38	11:41	11:43	11:45
117027751	E	N	MTWRF	11:51	11:55	11:56	11:58	12:01	12:03	12:05
117027750	E	N	MTWRF	12:11	12:15	12:16	12:18	12:21	12:23	12:25
117027749	E	N	MTWRF	12:31	12:35	12:36	12:38	12:41	12:43	12:45
117027748	E	N	MTWRF	12:51	12:55	12:56	12:58	13:01	13:03	13:05
117027747	E	N	MTWRF	13:11	13:15	13:16	13:18	13:21	13:23	13:25
117027746	E	N	MTWRF	13:31	13:35	13:36	13:38	13:41	13:43	13:45
117027745	E	N	MTWRF	13:51	13:55	13:56	13:58	14:01	14:03	14:05
117027744	E	N	MTWRF	14:11	14:15	14:16	14:18	14:21	14:23	14:25
117027743	E	N	MTWRF	14:31	14:35	14:36	14:38	14:41	14:43	14:45
117027742	E	N	MTWRF	14:51	14:55	14:56	14:58	15:01	15:03	15:05
117027741	E	N	MTWRF	15:11	15:15	15:16	15:18	15:21	15:23	15:25
117027740	E	N	MTWRF	15:31	15:35	15:36	15:38	15:41	15:43	15:45
117027739	E	N	MTWRF	15:51	15:55	15:56	15:58	16:01	16:03	16:05
117027738	E	N	MTWRF	16:11	16:15	16:16	16:18	16:21	16:23	16:25
117027737	E	N	MTWRF	16:31	16:35	16:36	16:38	16:41	16:43	16:45
117027736	E	N	MTWRF	16:51	16:55	16:56	16:58	17:01	17:03	17:05
117027735	E	N	MTWRF	17:11	17:15	17:16	17:18	17:21	17:23	17:25
117027734	E	N	MTWRF	17:31	17:35	17:36	17:38	17:41	17:43	17:45
117027733	E	N	MTWRF	17:51	17:55	17:56	17:58	18:01	18:03	18:05
117027732	E	N	MTWRF	18:11	18:15	18:16	18:18	18:21	18:23	18:25
117027731	E	N	MTWRF	18:31	18:35	18:36	18:38	18:41	18:43	18:45
117027729	E	N	MTWR	18:51	18:55	-	-	-	-	-
117027726	C	S	MTWRF	05:29	05:27	05:24	05:22	05:20	05:17	05:15
117027725	C	S	MTWRF	05:49	05:47	05:44	05:42	05:40	05:37	05:35
117027724	C	S	MTWRF	06:09	06:07	06:04	06:02	06:00	05:57	05:55
117027723	C	S	MTWRF	06:29	06:27	06:24	06:22	06:20	06:17	06:15
117027722	C	S	MTWRF	06:49	06:47	06:44	06:42	06:40	06:37	06:35
117027721	C	S	MTWRF	07:09	07:07	07:04	07:02	07:00	06:57	06:55
117027720	C	S	MTWRF	07:29	07:27	07:24	07:22	07:20	07:17	07:15
117027719	C	S	MTWRF	07:49	07:47	07:44	07:42	07:40	07:37	07:35
117027718	C	S	MTWRF	08:09	08:07	08:04	08:02	08:00	07:57	07:55
117027717	C	S	MTWRF	08:29	08:27	08:24	08:22	08:20	08:17	08:15
117027716	C	S	MTWRF	08:49	08:47	08:44	08:42	08:40	08:37	08:35
117027715	C	S	MTWRF	09:09	09:07	09:04	09:02	09:00	08:57	08:55
117027714	C	S	MTWRF	09:29	09:27	09:24	09:22	09:20	09:17	09:15
117027713	C	S	MTWRF	09:49	09:47	09:44	09:42	09:40	09:37	09:35
117027712	C	S	MTWRF	10:09	10:07	10:04	10:02	10:00	09:57	09:55
117027711	C	S	MTWRF	10:29	10:27	10:24	10:22	10:20	10:17	10:15
117027710	C	S	MTWRF	10:49	10:47	10:44	10:42	10:40	10:37	10:35
117027709	C	S	MTWRF	11:09	11:07	11:04	11:02	11:00	10:57	10:55
117027708	C	S	MTWRF	11:29	11:27	11:24	11:22	11:20	11:17	11:15
117027707	C	S	MTWRF	11:49	11:47	11:44	11:42	11:40	11:37	11:35
117027706	C	S	MTWRF	12:09	12:07	12:04	12:02	12:00	11:57	11:55
117027705	C	S	MTWRF	12:29	12:27	12:24	12:22	12:20	12:17	12:15
117027704	C	S	MTWRF	12:49	12:47	12:44	12:42	12:40	12:37	12:35
117027703	C	S	MTWRF	13:09	13:07	13:04	13:02	13:00	12:57	12:55
117027702	C	S	MTWRF	13:29	13:27	13:24	13:22	13:20	13:17	13:15
117027701	C	S	MTWRF	13:49	13:47	13:44	13:42	13:40	13:37	13:35
117027700	C	S	MTWRF	14:09	14:07	14:04	14:02	14:00	13:57	13:55
117027699	C	S	MTWRF	14:29	14:27	14:24	14:22	14:20	14:17	14:15
117027698	C	S	MTWRF	14:49	14:47	14:44	14:42	14:40	14:37	14:35
117027697	C	S	MTWRF	15:09	15:07	15:04	15:02	15:00	14:57	14:55
117027696	C	S	MTWRF	15:29	15:27	15:24	15:22	15:20	15:17	15:15
117027695	C	S	MTWRF	15:49	15:47	15:44	15:42	15:40	15:37	15:35
117027694	C	S	MTWRF	16:09	16:07	16:04	16:02	16:00	15:57	15:55
117027693	C	S	MTWRF	16:29	16:27	16:24	16:22	16:20	16:17	16:15
117027692	C	S	MTWRF	16:49	16:47	16:44	16:42	16:40	16:37	16:35
117027691	C	S	MTWRF	17:09	17:07	17:04	17:02	17:00	16:57	16:55
117027690	C	S	MTWRF	17:29	17:27	17:24	17:22	17:20	17:17	17:15
117027689	C	S	MTWRF	17:49	17:47	17:44	17:42	17:40	17:37	17:35
117027688	C	S	MTWRF	18:09	18:07	18:04	18:02	18:00	17:57	17:55
117027687	C	S	MTWRF	05:39	05:37	-	-	-	-	-
117027686	C	S	MTWRF	05:59	05:57	-	-	-	-	-
117027685	C	S	MTWRF	06:19	06:17	06:14	06:12	06:10	06:07	06:05
117027684	C	S	MTWRF	06:39	06:37	06:34	06:32	06:30	06:27	06:25
117027683	C	S	MTWRF	06:59	06:57	06:54	06:52	06:50	06:47	06:45
117027682	C	S	MTWRF	07:19	07:17	07:14	07:12	07:10	07:07	07:05
117027681	C	S	MTWRF	07:39	07:37	07:34	07:32	07:30	07:27	07:25
117027680	C	S	MTWRF	07:59	07:57	07:54	07:52	07:50	07:47	07:45
117027679	C	S	MTWRF	08:19	08:17	08:14	08:12	08:10	08:07	08:05
117027678	C	S	MTWRF	08:39	08:37	08:34	08:32	08:30	08:27	08:25
117027677	C	S	MTWRF	08:59	08:57	08:54	08:52	08:50	08:47	08:45
117027676	C	S	MTWRF	09:19	09:17	09:14	09:12	09:10	09:07	09:05
117027675	C	S	MTWRF	09:39	09:37	09:34	09:32	09:30	09:27	09:25
117027674	C	S	MTWRF	09:59	09:57	09:54	09:52	09:50	09:47	09:45
117027673	C	S	MTWRF	10:19	10:17	10:14	10:12	10:10	10:07	10:05
117027672	C	S	MTWRF	10:39	10:37	10:34	10:32	10:30	10:27	10:25
117027671	C	S	MTWRF	10:59	10:57	10:54	10:52	10:50	10:47	10:45
117027670	C	S	MTWRF	11:19	11:17	11:14	11:12	11:10	11:07	11:05
117027669	C	S	MTWRF	11:39	11:37	11:34	11:32	11:30	11:27	11:25
117027668	C	S	MTWRF	11:59	11:57	11:54	11:52	11:50	11:47	11:45
117027667	C	S	MTWRF	12:19	12:17	12:14	12:12	12:10	12:07	12:05
117027666	C	S	MTWRF	12:39	12:37	12:34	12:32	12:30	12:27	12:25
117027665	C	S	MTWRF	12:59	12:57	12:54	12:52	12:50	12:47	12:45
117027664	C	S	MTWRF	13:19	13:17	13:14	13:12	13:10	13:07	13:05
117027663	C	S	MTWRF	13:39	13:37	13:34	13:32	13:30	13:27	13:25
117027662	C	S	MTWRF	13:59	13:57	13:54	13:52	13:50	13:47	13:45
117027661	C	S	MTWRF	14:19	14:17	14:14	14:12	14:10	14:07	14:05
117027660	C	S	MTWRF	14:39	14:37	14:34	14:32	14:30	14:27	14:25
117027659	C	S	MTWRF	14:59	14:57	14:54	14:52	14:50	14:47	14:45
117027658	C	S	MTWRF	15:19	15:17	15:14	15:12	15:10	15:07	15:05
117027657	C	S	MTWRF	15:39	15:37	15:34	15:32	15:30	15:27	15:25
117027656	C	S	MTWRF	15:59	15:57	15:54	15:52	15:50	15:47	15:45
117027655	C	S	MTWRF	16:19	16:17	16:14	16:12	16:10	16:07	16:05
117027654	C	S	MTWRF	16:39	16:37	16:34	16:32	16:30	16:27	16:25
117027653	C	S	MTWRF	16:59	16:57	16:54	16:52	16:50	16:47	16:45
117027652	C	S	MTWRF	17:19	17:17	17:14	17:12	17:10	17:07	17:05
117027651	C	S	MTWRF	17:39	17:37	17:34	17:32	17:30	17:27	17:25
117027650	C	S	MTWRF	17:59	17:57	17:54	17:52	17:50	17:47	17:45
117027649	C	S	MTWRF	18:19	18:17	18:14	18:12	18:10	18:07	18:05
117027648	C	S	MTWRF	18:39	18:37	18:34	18:32	18:30	18:27	18:25
117027647	C	S	MTWRF	18:59	18:57	18:54	18:52	18:50	18:47	18:45
117027646	C	S	MTWRF	19:19	19:17	19:14	19:12	19:10	19:07	19:05
117027645	C	S	F	19:39	19:37	19:34	19:32	19:30	19:27	19:25
117027644	C	S	F	19:59	19:57	19:54	19:52	19:50	19:47	19:45
117027643	C	S	F	20:19	20:17	20:14	20:12	20:10	20:07	20:05
117027642	C	S	F	20:39	20:37	20:34	20:32	20:30	20:27	20:25
117027640	C	S	MTWR	-	19:37	19:34	19:32	19:30	19:27	19:25
117027639	C	S	MTWR	-	19:57	19:54	19:52	19:50	19:47	19:45
117027638	C	S	MTWR	-	20:17	20:14	20:12	20:10	20:07	20:05
117027630	C	S	MTWRFSU	24:11	24:09	24:06	24:04	24:02	23:59	23:57
117027629	C	S	MTWRFSU	24:31	24:29	24:26	24:24	24:22	24:19	24:17
117027628	C	S	FS	24:51	24:49	24:46	24:44	24:42	24:39	24:37
117027627	C	S	FS	25:11	25:09	25:06	25:04	25:02	24:59	24:57
117027626	C	S	SU	07:11	07:09	07:06	07:04	07:02	06:59	06:57
117027625	C	S	SU	08:11	08:09	08:06	08:04	08:02	07:59	07:57
117027624	C	S	SU	08:31	08:29	08:26	08:24	08:22	08:19	08:17
117027623	C	S	SU	08:51	08:49	08:46	08:44	08:42	08:39	08:37
117027622	C	S	SU	09:11	09:09	09:06	09:04	09:02	08:59	08:57
117027621	C	S	SU	09:31	09:29	09:26	09:24	09:22	09:19	09:17
117027620	C	S	SU	09:51	09:49	09:46	09:44	09:42	09:39	09:37
117027619	C	S	SU	10:11	10:09	10:06	10:04	10:02	09:59	09:57
117027618	C	S	SU	10:31	10:29	10:26	10:24	10:22	10:19	10:17
117027617	C	S	SU	10:51	10:49	10:46	10:44	10:42	10:39	10:37
117027616	C	S	SU	11:11	11:09	11:06	11:04	11:02	10:59	10:57
117027615	C	S	SU	11:31	11:29	11:26	11:24	11:22	11:19	11:17
117027614	C	S	SU	11:51	11:49	11:46	11:44	11:42	11:39	11:37
117027613	C	S	SU	12:11	12:09	12:06	12:04	12:02	11:59	11:57
117027612	C	S	SU	12:31	12:29	12:26	12:24	12:22	12:19	12:17
117027611	C	S	SU	12:51	12:49	12:46	12:44	12:42	12:39	12:37
117027610	C	S	SU	13:11	13:09	13:06	13:04	13:02	12:59	12:57
117027609	C	S	SU	13:31	13:29	13:26	13:24	13:22	13:19	13:17
117027608	C	S	SU	13:51	13:49	13:46	13:44	13:42	13:39	13:37
117027607	C	S	SU	14:11	14:09	14:06	14:04	14:02	13:59	13:57
117027606	C	S	SU	14:31	14:29	14:26	14:24	14:22	14:19	14:17
117027605	C	S	SU	14:51	14:49	14:46	14:44	14:42	14:39	14:37
117027604	C	S	SU	15:11	15:09	15:06	15:04	15:02	14:59	14:57
117027603	C	S	SU	15:31	15:29	15:26	15:24	15:22	15:19	15:17
117027602	C	S	SU	15:51	15:49	15:46	15:44	15:42	15:39	15:37
117027601	C	S	SU	16:11	16:09	16:06	16:04	16:02	15:59	15:57
117027600	C	S	SU	16:31	16:29	16:26	16:24	16:22	16:19	16:17
117027599	C	S	SU	16:51	16:49	16:46	16:44	16:42	16:39	16:37
117027598	C	S	SU	17:11	17:09	17:06	17:04	17:02	16:59	16:57
117027597	C	S	SU	17:31	17:29	17:26	17:24	17:22	17:19	17:17
117027596	C	S	SU	17:51	17:49	17:46	17:44	17:42	17:39	17:37
117027595	C	S	SU	18:11	18:09	18:06	18:04	18:02	17:59	17:57
117027594	C	S	MTWRFSU	18:31	18:29	18:26	18:24	18:22	18:19	18:17
117027593	C	S	MTWRFSU	18:51	18:49	18:46	18:44	18:42	18:39	18:37
117027592	C	S	MTWRFSU	19:11	19:09	19:06	19:04	19:02	18:59	18:57
117027591	C	S	MTWRFSU	19:31	19:29	19:26	19:24	19:22	19:19	19:17
117027590	C	S	MTWRFSU	19:51	19:49	19:46	19:44	19:42	19:39	19:37
117027589	C	S	MTWRFSU	20:11	20:09	20:06	20:04	20:02	19:59	19:57
117027588	C	S	MTWRFSU	20:31	20:29	20:26	20:24	20:22	20:19	20:17
117027587	C	S	MTWRFSU	20:51	20:49	20:46	20:44	20:42	20:39	20:37
117027586	C	S	MTWRFSU	21:11	21:09	21:06	21:04	21:02	20:59	20:57
117027585	C	S	MTWRFSU	21:31	21:29	21:26	21:24	21:22	21:19	21:17
117027584	C	S	MTWRFSU	21:51	21:49	21:46	21:44	21:42	21:39	21:37
117027583	C	S	MTWRFSU	22:11	22:09	22:06	22:04	22:02	21:59	21:57
117027582	C	S	MTWRFSU	22:31	22:29	22:26	22:24	22:22	22:19	22:17
117027581	C	S	MTWRFSU	22:51	22:49	22:46	22:44	22:42	22:39	22:37
117027580	C	S	MTWRFSU	23:11	23:09	23:06	23:04	23:02	22:59	22:57
117027579	C	S	MTWRFSU	23:31	23:29	23:26	23:24	23:22	23:19	23:17
117027578	C	S	MTWRFSU	23:51	23:49	23:46	23:44	23:42	23:39	23:37
117027637	C	S	MTWRU	-	24:49	24:46	24:44	24:42	24:39	24:37
117027575	C	S	SU	07:41	07:39	07:36	07:34	07:32	07:29	07:27
117027505	C	S	SU	10:01	09:59	-	-	-	-	-
117027574	C	S	SU	10:21	10:19	10:16	10:14	10:12	10:09	10:07
117027573	C	S	SU	10:41	10:39	10:36	10:34	10:32	10:29	10:27
117027572	C	S	SU	11:01	10:59	10:56	10:54	10:52	10:49	10:47
117027571	C	S	SU	11:21	11:19	11:16	11:14	11:12	11:09	11:07
117027570	C	S	SU	11:41	11:39	11:36	11:34	11:32	11:29	11:27
117027569	C	S	SU	12:01	11:59	11:56	11:54	11:52	11:49	11:47
117027568	C	S	SU	12:21	12:19	12:16	12:14	12:12	12:09	12:07
117027567	C	S	SU	12:41	12:39	12:36	12:34	12:32	12:29	12:27
117027566	C	S	SU	13:01	12:59	12:56	12:54	12:52	12:49	12:47
117027565	C	S	SU	13:21	13:19	13:16	13:14	13:12	13:09	13:07
117027564	C	S	SU	13:41	13:39	13:36	13:34	13:32	13:29	13:27
117027563	C	S	SU	14:01	13:59	13:56	13:54	13:52	13:49	13:47
117027562	C	S	SU	14:21	14:19	14:16	14:14	14:12	14:09	14:07
117027561	C	S	SU	14:41	14:39	14:36	14:34	14:32	14:29	14:27
117027560	C	S	SU	15:01	14:59	14:56	14:54	14:52	14:49	14:47
117027559	C	S	SU	15:21	15:19	15:16	15:14	15:12	15:09	15:07
117027558	C	S	SU	15:41	15:39	15:36	15:34	15:32	15:29	15:27
117027557	C	S	SU	16:01	15:59	15:56	15:54	15:52	15:49	15:47
117027556	C	S	SU	16:21	16:19	16:16	16:14	16:12	16:09	16:07
117027555	C	S	SU	16:41	16:39	16:36	16:34	16:32	16:29	16:27
117027554	C	S	SU	17:01	16:59	16:56	16:54	16:52	16:49	16:47
117027553	C	S	SU	17:21	17:19	17:16	17:14	17:12	17:09	17:07
117027552	C	S	SU	17:41	17:39	17:36	17:34	17:32	17:29	17:27
117027551	C	S	SU	18:01	17:59	17:56	17:54	17:52	17:49	17:47
117027550	C	S	SU	18:21	18:19	18:16	18:14	18:12	18:09	18:07
117027549	C	S	SU	18:41	18:39	18:36	18:34	18:32	18:29	18:27
117027548	C	S	SU	19:01	18:59	18:56	18:54	18:52	18:49	18:47
117027547	C	S	S	19:21	19:19	19:16	19:14	19:12	19:09	19:07
117027546	C	S	S	19:41	19:39	19:36	19:34	19:32	19:29	19:27
117027632	C	S	U	-	19:19	19:16	19:14	19:12	19:09	19:07
117027504	C	S	FS	26:11	26:09	26:06	26:04	26:02	25:59	25:57
117027503	C	S	SU	03:11	03:09	03:06	03:04	03:02	02:59	02:57
117027502	C	S	SU	04:11	04:09	04:06	04:04	04:02	03:59	03:57
117027501	C	S	SU	05:11	05:09	05:06	05:04	05:02	04:59	04:57
117027500	C	S	SU	06:11	06:09	06:06	06:04	06:02	05:59	05:57
117027499	C	S	FS	25:41	25:39	25:36	25:34	25:32	25:29	25:27
117027498	C	S	SU	02:41	02:39	02:36	02:34	02:32	02:29	02:27
117027497	C	S	SU	03:41	03:39	03:36	03:34	03:32	03:29	03:27
117027496	C	S	SU	04:41	04:39	04:36	04:34	04:32	04:29	04:27
117027495	C	S	SU	05:41	05:39	05:36	05:34	05:32	05:29	05:27
117027494	C	S	SU	06:41	06:39	06:36	06:34	06:32	06:29	06:27
117027631	C	S	FS	-	25:59	25:56	25:54	25:52	25:49	25:47
117027430	C	N	MTWRF	-	04:51	04:52	04:54	04:57	04:59	05:01
117027429	C	N	MTWRF	-	05:11	05:12	05:14	05:17	05:19	05:21
117027428	C	N	MTWRF	-	05:31	05:32	05:34	05:37	05:39	05:41
117027427	C	N	MTWRF	-	05:51	05:52	05:54	05:57	05:59	06:01
117027426	C	N	MTWRF	-	06:11	06:12	06:14	06:17	06:19	06:21
117027422	C	N	MTWRF	06:27	06:31	06:32	06:34	06:37	06:39	06:41
117027421	C	N	MTWRF	06:47	06:51	06:52	06:54	06:57	06:59	07:01
117027420	C	N	MTWRF	07:07	07:11	07:12	07:14	07:17	07:19	07:21
117027419	C	N	MTWRF	07:27	07:31	07:32	07:34	07:37	07:39	07:41
117027418	C	N	MTWRF	07:47	07:51	07:52	07:54	07:57	07:59	08:01
117027417	C	N	MTWRF	08:07	08:11	08:12	08:14	08:17	08:19	08:21
117027416	C	N	MTWRF	08:27	08:31	08:32	08:34	08:37	08:39	08:41
117027415	C	N	MTWRF	08:47	08:51	08:52	08:54	08:57	08:59	09:01
117027414	C	N	MTWRF	09:07	09:11	09:12	09:14	09:17	09:19	09:21
117027413	C	N	MTWRF	09:27	09:31	09:32	09:34	09:37	09:39	09:41
117027412	C	N	MTWRF	09:47	09:51	09:52	09:54	09:57	09:59	10:01
117027411	C	N	MTWRF	10:07	10:11	10:12	10:14	10:17	10:19	10:21
117027410	C	N	MTWRF	10:27	10:31	10:32	10:34	10:37	10:39	10:41
117027409	C	N	MTWRF	10:47	10:51	10:52	10:54	10:57	10:59	11:01
117027408	C	N	MTWRF	11:07	11:11	11:12	11:14	11:17	11:19	11:21
117027407	C	N	MTWRF	11:27	11:31	11:32	11:34	11:37	11:39	11:41
117027406	C	N	MTWRF	11:47	11:51	11:52	11:54	11:57	11:59	12:01
117027405	C	N	MTWRF	12:07	12:11	12:12	12:14	12:17	12:19	12:21
117027404	C	N	MTWRF	12:27	12:31	12:32	12:34	12:37	12:39	12:41
117027403	C	N	MTWRF	12:47	12:51	12:52	12:54	12:57	12:59	13:01
117027402	C	N	MTWRF	13:07	13:11	13:12	13:14	13:17	13:19	13:21
117027401	C	N	MTWRF	13:27	13:31	13:32	13:34	13:37	13:39	13:41
117027400	C	N	MTWRF	13:47	13:51	13:52	13:54	13:57	13:59	14:01
117027399	C	N	MTWRF	14:07	14:11	14:12	14:14	14:17	14:19	14:21
117027398	C	N	MTWRF	14:27	14:31	14:32	14:34	14:37	14:39	14:41
117027397	C	N	MTWRF	14:47	14:51	14:52	14:54	14:57	14:59	15:01
117027396	C	N	MTWRF	15:07	15:11	15:12	15:14	15:17	15:19	15:21
117027395	C	N	MTWRF	15:27	15:31	15:32	15:34	15:37	15:39	15:41
117027394	C	N	MTWRF	15:47	15:51	15:52	15:54	15:57	15:59	16:01
117027393	C	N	MTWRF	16:07	16:11	16:12	16:14	16:17	16:19	16:21
117027392	C	N	MTWRF	16:27	16:31	16:32	16:34	16:37	16:39	16:41
117027391	C	N	MTWRF	16:47	16:51	16:52	16:54	16:57	16:59	17:01
117027390	C	N	MTWRF	17:07	17:11	17:12	17:14	17:17	17:19	17:21
117027389	C	N	MTWRF	17:27	17:31	17:32	17:34	17:37	17:39	17:41
117027388	C	N	MTWRF	17:47	17:51	17:52	17:54	17:57	17:59	18:01
117027387	C	N	MTWRF	18:07	18:11	18:12	18:14	18:17	18:19	18:21
117027386	C	N	MTWRF	18:27	18:31	18:32	18:34	18:37	18:39	18:41
117027385	C	N	MTWRF	18:47	18:51	18:52	18:54	18:57	18:59	19:01
117027384	C	N	MTWRF	19:07	19:11	19:12	19:14	19:17	19:19	19:21
117027383	C	N	MTWRF	19:27	19:31	19:32	19:34	19:37	19:39	19:41
117027425	C	N	MTWRF	-	05:21	05:22	05:24	05:27	05:29	05:31
117027424	C	N	MTWRF	-	05:41	05:42	05:44	05:47	05:49	05:51
117027423	C	N	MTWRF	-	06:01	06:02	06:04	06:07	06:09	06:11
117027382	C	N	MTWRF	06:17	06:21	06:22	06:24	06:27	06:29	06:31
117027381	C	N	MTWRF	06:37	06:41	06:42	06:44	06:47	06:49	06:51
117027380	C	N	MTWRF	06:57	07:01	07:02	07:04	07:07	07:09	07:11
117027379	C	N	MTWRF	07:17	07:21	07:22	07:24	07:27	07:29	07:31
117027378	C	N	MTWRF	07:37	07:41	07:42	07:44	07:47	07:49	07:51
117027377	C	N	MTWRF	07:57	08:01	08:02	08:04	08:07	08:09	08:11
117027376	C	N	MTWRF	08:17	08:21	08:22	08:24	08:27	08:29	08:31
117027375	C	N	MTWRF	08:37	08:41	08:42	08:44	08:47	08:49	08:51
117027374	C	N	MTWRF	08:57	09:01	09:02	09:04	09:07	09:09	09:11
117027373	C	N	MTWRF	09:17	09:21	09:22	09:24	09:27	09:29	09:31
